=== 表1-A: 地图节点 (MAP Nodes) ===
节点类型,节点ID,节点名称,所属地图,等级范围,入口房间,房间数
npc_desert_tomb_ghost,古王幽灵,service,pyramid_tomb,法老之墓,大漠荒原,rumor,是
npc_island_peak_seer,仙岛先知,service,island_peak,仙岛山顶,东海仙岛,"rumor, fortune",是
npc_forest_herbalist,采药少女,shop,deep_forest,密林深处,迷雾森林,,是
npc_forest_spirit,树灵,service,ancient_tree,万年古树,迷雾森林,meditate,是
npc_mist_guide,雾中引路人,service,mist_valley,迷雾谷,迷雾森林,guide,是
npc_xuankong_abbot,悬空寺方丈,trainer,xuankong_temple,悬空寺,青云山,"meditate, learn_skill",是
npc_xuankong_monk,悬空僧人,service,xuankong_hall,悬空大殿,青云山,"meditate, train",是
npc_thunder_shaman,雷神祝者,trainer,thunder_shrine,雷神殿,青云山,"train, meditate",是
npc_jade_immortal,玉虚真人,trainer,jade_palace,玉虚宫,青云山,"learn_skill, meditate, train",是
npc_starlit_guide,星桥引路人,service,starlit_bridge,星光桥,青云山,guide,是
npc_void_sage,虚空智者,service,void_edge,虚空边缘,青云山,"meditate, rumor",是
npc_river_boatman,暗河船夫,service,underground_river,地下暗河,地下迷宫,guide,是
npc_abyss_hermit,深渊隐者,service,abyss_waterfall,深渊瀑布,地下迷宫,"meditate, rest",是
npc_desert_caravan,商队首领,shop,desert_bazaar,沙漠集市,大漠荒原,,是
npc_pyramid_scholar,金字塔学者,service,pyramid_tomb,法老之墓,大漠荒原,rumor,是
npc_forge_master,神匠,service,volcano_forge,熔火锻造,火山熔岩,"forge_weapon, repair",是
npc_island_trader,仙岛商贩,shop,island_beach,仙岛海滩,东海仙岛,,是
npc_island_dancer,仙岛舞者,service,island_forest,仙岛密林,东海仙岛,rumor,是
npc_snow_hunter,雪域猎人,shop,snow_field,雪原,青云山,,是
npc_ice_sculptor,冰雕师,service,snow_palace,冰宫,雪域高原,"learn_skill, rumor",是
npc_swamp_trapper,沼泽捕兽人,service,swamp_deep,沼泽深处,毒沼泽,guide,是
npc_swamp_herb_collector,沼泽采药人,shop,swamp_island,沼泽孤岛,毒沼泽,rest,是
npc_city_artist,画师,service,city_bridge,石桥,洛阳城,,是
npc_city_scholar,落第秀才,service,city_temple,城隍庙,洛阳城,rumor,是
npc_demon_spy,魔族叛徒,service,demon_fortress,魔族堡垒,魔域深渊,"guide, rumor",是
npc_imperial_guard,御前侍卫,service,palace_gate,宫门,皇宫禁地,guide,是
npc_imperial_chef,御厨,shop,palace_garden,后花园,皇宫禁地,,是
npc_canyon_merchant,峡谷行商,shop,canyon_entrance,峡谷入口,青云山,,是
npc_canyon_hermit,谷底隐士,trainer,canyon_deep,峡谷深处,青云山,"train, meditate",是
npc_spring_nymph,山泉仙子,service,mountain_spring,山泉,青云山,"rest, water, rumor",是
npc_bridge_hermit,铁索桥隐僧,service,mountain_bridge,铁索桥,青云山,meditate,是
npc_sky_bazaar_merchant,云游仙商,shop,sky_bazaar,云中集市,青云山,shop,是
npc_warrior_tomb_keeper,守陵人,service,warrior_tombs,侠客陵,青云山,"meditate, rumor",是
npc_sky_guard_captain,天路守将,service,sky_path,天路,青云山,guide,是
npc_heaven_guardian,天门神将,service,heaven_gate,天之门,青云山,guide,是
npc_forest_beastmaster,驯兽师,service,forest_deep,森林深处,迷雾森林,train,是
npc_forest_path_guide,林径向导,service,forest_path,林间小径,迷雾森林,guide,是
npc_cherry_poet,樱花诗人,service,cherry_garden,樱园,迷雾森林,"meditate, rest, rumor",是
npc_waterfall_monk,瀑布修行僧,trainer,forest_waterfall,林中瀑布,迷雾森林,"train, meditate",是
npc_mushroom_shaman,蘑菇萨满,service,mushroom_forest,蘑菇林,迷雾森林,"rumor, meditate",是
npc_jiao_princess,龙女,quest_giver,coral_garden,珊瑚园,东海仙岛,"meditate, rest",是
npc_turtle_advisor,龟丞相,service,jiao_palace,海底水府,东海仙岛,guide,是
npc_underground_elder,地下城主,quest_giver,underground_city,地下城,地下迷宫,,是
npc_underground_jeweler,宝石工匠,shop,underground_market,地下集市,地下迷宫,"buy_item, sell_item, shop",是
npc_opera_master,梨园园主,service,opera_house,梨园,洛阳城,"rest, rumor",是
npc_astronomer,司天监,service,observatory,观星台,洛阳城,"meditate, rumor",是
npc_dock_sailor,老水手,service,city_docks,洛阳码头,洛阳城,rumor,是
npc_rich_merchant_wife,富商夫人,service,city_rich,富人区,洛阳城,rumor,是
npc_gambling_addict,赌徒,service,gambling_den,地下赌坊,洛阳城,,是
npc_auction_appraiser,鉴宝师,service,auction_house,拍卖行,洛阳城,guide,是
npc_lava_collector,熔岩采集者,shop,lava_tubes,熔岩通道,火山熔岩,,是
npc_time_hermit,时光隐士,service,time_tower_top,时光之巅,大漠荒原,"meditate, rumor",是
npc_pirate_historian,海盗史官,service,pirate_cove,海盗湾,东海仙岛,rumor,是
npc_coastal_climber,攀岩者,service,coastal_cliff,海崖,东海仙岛,guide,是
npc_gaibang_scribe,丐帮文书,service,gaibang_hall,丐帮议事厅,洛阳城,guide,是
npc_wandering_merchant,游商,shop,city_market,集市,洛阳城,,是
npc_sword_master,剑客柳白,trainer,bamboo_grove,竹林,迷雾森林,train,是
npc_herb_gatherer,采药老人,service,forest_clearing,林间空地,迷雾森林,gathering,是
npc_wudang_disciple,武当道童,service,wudang_hall,武当真武殿,青云山,guide,是
npc_shaolin_cook,少林火头僧,service,shaolin_temple,少林寺,青云山,rumor,是
npc_emei_herbalist,峨眉药姑,shop,emei_hall,峨眉万法堂,青云山,,是
npc_mingjiao_scout,明教探子,service,mingjiao_hall,明教光明顶,火山熔岩,rumor,是
npc_xiaoyao_hermit,逍遥隐者,trainer,xiaoyao_valley,逍遥谷,东海仙岛,"meditate, train",是
npc_underground_blacksmith,地下铁匠,service,underground_market,地下集市,地下迷宫,repair,是
npc_underground_guard,地下城守卫,service,underground_city,地下城,地下迷宫,"guide, rest",是
npc_celestial_attendant,天宫侍者,service,celestial_palace,天宫,青云山,"guide, rumor",是
npc_pyramid_scribe,金字塔书吏,service,pyramid_interior,金字塔内,大漠荒原,rumor,是
npc_pirate_quartermaster,海盗军需官,shop,pirate_cove,海盗湾,东海仙岛,,是
npc_starlit_watcher,星桥守望者,service,starlit_bridge,星光桥,青云山,meditate,是
npc_plains_herder,牧羊人,service,plains_lake,草原湖泊,新手村,"rest, water",是
npc_cliff_painter,山崖画师,service,mountain_cliff,山崖,青云山,rumor,是
npc_bamboo_tea_master,竹院茶师,service,bamboo_hall,禅院武堂,迷雾森林,"learn_skill, rest, rumor, train",是
npc_xuankong_pilgrim,朝圣香客,service,xuankong_hall,悬空大殿,青云山,,是
npc_crystal_miner,水晶矿工,shop,crystal_cave,水晶洞,地下迷宫,,是
npc_palace_historian,史官,service,palace_library,皇家藏书阁,皇宫禁地,rumor,是
npc_demon_refugee,魔域流亡者,service,demon_arena,魔族竞技场,魔域深渊,rumor,是
npc_swamp_fisher,沼泽渔人,service,swamp_entrance,沼泽边缘,毒沼泽,guide,是
npc_snow_caravan,雪域商队,shop,snow_pass,雪山关隘,雪域高原,,是
npc_herbalist_apprentice,药童,service,herbalist_hut,药师草庐,迷雾森林,"buy_item, shop",是
npc_lake_fisherman,渔村长者,service,lake_village,渔村,新手村,"rest, rumor, shop",是
npc_snow_village_healer,雪村巫医,shop,snow_village,雪村,雪域高原,,是
npc_swamp_elder,沼泽长老,quest_giver,swamp_entrance,沼泽边缘,毒沼泽,,是
npc_underground_scavenger,地底拾荒者,service,underground_entrance,迷宫入口,地下迷宫,rumor,是
npc_underground_prisoner,囚牢幸存者,service,underground_prison,囚牢区,地下迷宫,rumor,是
npc_volcano_smith,火山铁匠,service,volcano_forge,熔火锻造,火山熔岩,"forge_weapon, repair",是
npc_shaolin_meditator,少林禅僧,service,shaolin_temple,少林寺,青云山,meditate,是
npc_wudang_swordsman,武当剑侠,trainer,wudang_peak,武当山,青云山,train,是
npc_emei_nun,峨眉小师太,service,emei_temple,峨眉金顶,青云山,guide,是
npc_mingjiao_elder,明教五散人,trainer,mingjiao_hall,明教光明顶,火山熔岩,train,是
npc_xiaoyao_musician,逍遥琴师,service,xiaoyao_valley,逍遥谷,东海仙岛,"rest, rumor",是
npc_heaven_scribe,天门录事,service,heaven_gate,天之门,青云山,rumor,是
npc_thunder_hermit,雷霆修士,service,thunder_peak,雷霆峰,青云山,"meditate, rumor",是
npc_jade_scholar,玉虚学士,service,jade_palace,玉虚宫,青云山,rumor,是
npc_starlit_astronomer,星桥观星者,service,starlit_bridge,星光桥,青云山,meditate,是
npc_void_watcher,虚空守望者,service,void_edge,虚空边缘,青云山,rumor,是
npc_shadow_merchant,暗影商人,shop,shadow_throne,暗影王座,魔域深渊,meditate,是
npc_demon_veteran,魔族老兵,service,demon_arena,魔族竞技场,魔域深渊,"pvp, rumor",是
npc_time_keeper,守时人,service,time_tower_top,时光之巅,大漠荒原,meditate,是
npc_village_carter,门派传送车夫,teleport,village_center,村庄广场,新手村,teleport,是
npc_carter_shaolin,门派传送轿夫,teleport,shaolin_gate,少林寺山门,青云山,teleport,是
npc_carter_wudang,门派传送轿夫,teleport,wudang_gate,武当山山门,青云山,teleport,是
npc_carter_emei,门派传送轿夫,teleport,emei_gate,峨眉派山门,青云山,teleport,是
npc_carter_gaibang,门派传送轿夫,teleport,gaibang_gate,丐帮总舵入口,洛阳城,teleport,是
npc_carter_mingjiao,门派传送轿夫,teleport,mingjiao_gate,明教光明顶入口,火山熔岩,teleport,是
npc_carter_xiaoyao,门派传送轿夫,teleport,xiaoyao_gate,逍遥派入口,东海仙岛,teleport,是
